radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,250,2,3601,23671955,,39.183889,51.704204,0,1,1,1439894860,1439894860,-103
UMTS,250,2,3601,23671954,,39.184064,51.704164,26,3,1,1439894860,1440000206,-103
UMTS,250,2,3601,23671952,,39.185003,51.705399,770,6,1,1439894860,1458816903,-103
UMTS,250,2,3601,23672257,134,39.181471,51.702582,251,10,1,1439894860,1471630992,-102
UMTS,250,2,3601,23671951,,39.184092,51.704158,11,2,1,1439894860,1440411777,-106
UMTS,250,2,3601,23671114,237,39.184234,51.720116,2382,194,1,1439894860,1470521938,-102
UMTS,250,2,3601,23671113,229,39.182901,51.708148,472,4,1,1439894861,1471630991,-102
UMTS,250,99,30094,15478818,275,39.303086,51.688168,1083,6,1,1440306135,1472591548,-107
GSM,250,99,30094,39601,,39.302478,51.679916,3894,45,1,1440825244,1471161948,-79
UMTS,250,99,30094,15478647,0,39.272079,51.681201,2593,10,1,1441133575,1459303646,-97
UMTS,250,99,30094,15467843,120,39.271616,51.689848,749,16,1,1441133574,1477213688,-98
UMTS,250,99,30094,15468217,,39.285309,51.657467,26,2,1,1441133576,1441133576,-90
UMTS,250,99,30094,15514461,159,39.297633,51.624576,2505,8,1,1441133576,1477422521,-103
UMTS,250,99,30094,15478591,292,39.297691,51.653148,922,6,1,1441133576,1458906864,-99
GSM,250,99,30094,30727,,39.280121,51.660664,500,16,1,1441133575,1473215636,-68
UMTS,250,99,30094,15467795,115,39.303333,51.629502,1959,7,1,1441133577,1472843481,-106
GSM,250,99,30094,30075,,39.218797,51.637077,965,11,1,1441649456,1459334201,-71
UMTS,250,1,13600,38691074,,39.179959,51.715222,394,5,1,1443464160,1450173009,-102
UMTS,250,1,13600,38685955,,39.164127,51.724374,128,11,1,1443464160,1443531359,
UMTS,250,1,13600,38683650,,39.167953,51.729531,816,20,1,1443464160,1443870853,-95
UMTS,250,1,2703,38685955,17,39.164002,51.723832,550,16,1,1443464160,1458583449,-92
UMTS,250,1,13600,38683651,,39.164373,51.724785,27,5,1,1443464160,1443464160,
UMTS,250,1,2703,23733319,24,39.166375,51.721848,477,109,1,1443531359,1473574092,-91
UMTS,250,1,2703,23733320,,39.16363,51.722345,82,5,1,1443531359,1447165680,-93
UMTS,250,1,2703,23768249,,39.165749,51.722616,187,27,1,1443531359,1458583449,-86
UMTS,250,1,13600,38686209,,39.163812,51.724774,41,2,1,1443550716,1443870853,-97
UMTS,250,1,2703,38686209,,39.163841,51.724842,63,2,1,1443550716,1443870853,-97
GSM,250,99,30094,39431,,39.263258,51.682826,583,5,1,1443551723,1471161947,-73
UMTS,250,1,13600,38685953,,39.167128,51.722089,0,1,1,1443625652,1443625652,-88
UMTS,250,1,13600,38695681,,39.184668,51.679184,0,1,1,1443625653,1443625653,
UMTS,250,1,13600,38685187,,39.190144,51.669658,205,12,1,1443625653,1443625654,
UMTS,250,1,13600,38703362,,39.181659,51.698052,2169,85,1,1443625653,1443625653,
UMTS,250,1,2703,38695681,,39.183146,51.675772,526,3,1,1443625653,1458583449,
UMTS,250,1,2703,23733379,,39.1882,51.671242,0,1,1,1443625653,1443625653,
UMTS,250,1,2703,38685953,,39.169448,51.71937,311,25,1,1443625652,1443625652,-88
UMTS,250,1,13600,38703361,,39.172191,51.716265,478,52,1,1443625652,1450173009,-88
UMTS,250,1,2703,38691075,,39.173915,51.712925,98,3,1,1443625653,1450173009,
UMTS,250,1,13600,38691075,,39.173052,51.716351,434,21,1,1443625653,1450173009,-88
UMTS,250,1,2703,23733389,78,39.184907,51.713543,402,12,1,1443625654,1475737645,-102
UMTS,250,1,13600,38688259,,39.199592,51.658955,65,6,1,1443625654,1443625654,
UMTS,250,1,13600,38688003,,39.200032,51.659871,71,4,1,1443625654,1443625654,
UMTS,250,1,13600,38683394,,39.185604,51.674406,285,10,1,1443625653,1443625653,
UMTS,250,1,13600,38685185,,39.200109,51.660992,925,47,1,1443625654,1443625654,
UMTS,250,1,2703,23768259,413,39.16558,51.722115,185,17,1,1443625654,1473631878,-88
UMTS,250,1,2703,38691074,,39.178196,51.712923,120,4,1,1443625654,1450173009,
GSM,250,99,30094,30071,,39.250884,51.622533,1321,25,1,1443632316,1459301305,-113
UMTS,250,99,30094,15478652,301,39.285034,51.667801,1016,12,1,1443812844,1460304582,-99
UMTS,250,99,30094,15468103,79,39.289632,51.671273,1259,17,1,1443812844,1459303646,-90
GSM,250,99,30094,40742,,39.237135,51.683618,1526,12,1,1443812846,1471161948,-77
GSM,250,99,30094,39603,,39.281235,51.663056,464,9,1,1443812843,1471161948,-80
GSM,250,99,30094,43852,,39.28242,51.665542,7,2,1,1443812843,1443812843,-66
UMTS,250,99,30094,15468099,,39.290554,51.67276,498,8,1,1443812844,1458906863,-93
UMTS,250,1,2703,23768251,419,39.163698,51.724272,323,41,1,1443870853,1458583449,-94
UMTS,250,1,2703,23768261,,39.163701,51.724609,316,106,1,1443870853,1450173011,-91
UMTS,250,1,27400,38686210,,39.163434,51.724981,0,1,1,1443870853,1443870853,-95
UMTS,250,1,13600,38890242,,39.182547,51.740179,229,6,1,1443870853,1443870853,
UMTS,250,1,13600,38683649,,39.180973,51.735403,456,16,1,1443870853,1443870853,
GSM,250,99,33650,40733,,39.158346,51.641183,0,1,1,1443878694,1443878694,-89
UMTS,250,99,12288,15467889,,39.179106,51.652851,90,2,1,1443878694,1458633032,-108
UMTS,250,99,33650,15478537,,39.136898,51.645223,1907,75,1,1443878694,1443878696,-104
UMTS,250,99,33650,15468328,,39.141024,51.644991,1463,4,1,1443878705,1458906885,-105
UMTS,250,99,33650,15478539,,39.161492,51.648866,1513,55,1,1443878705,1443878705,-106
GSM,250,99,33650,40832,,39.143715,51.642314,543,10,1,1443878705,1466814460,-93
UMTS,250,99,33650,15467538,,39.141787,51.64232,363,29,1,1443878704,1443878705,-104
GSM,250,99,33650,30141,,39.177435,51.65389,822,5,1,1443878705,1478356113,-93
GSM,250,99,12288,30233,,39.187396,51.65495,686,15,1,1443878694,1478356110,-85
GSM,250,99,33650,30045,,39.140547,51.643052,385,15,1,1443878705,1475754343,-72
GSM,250,99,12288,30571,,39.220339,51.685682,750,36,1,1443878707,1478356111,-93
UMTS,250,99,33650,15468088,,39.184057,51.63409,788,20,1,1445100005,1477422521,-101
GSM,250,99,33650,40735,,39.15822,51.648769,694,5,1,1445100017,1461964163,-105
UMTS,250,99,33650,15468227,,39.169607,51.649304,777,36,1,1445100018,1445100018,-112
UMTS,250,99,33650,15468118,,39.157151,51.647779,127,5,1,1445100018,1445100018,-112
GSM,250,99,33650,30626,,39.170841,51.627007,2464,3,1,1445100018,1470280608,-105
UMTS,250,99,33650,15468229,,39.153355,51.644681,323,13,1,1445100018,1445100018,-112
UMTS,250,2,3600,23673719,,39.173012,51.635519,970,32,1,1446641726,1458816901,-99
GSM,250,2,3601,45181,,39.182152,51.679034,949,24,1,1446641723,1472518431,-82
UMTS,250,2,3601,23669567,,39.184005,51.681584,1147,34,1,1446641723,1458816901,-92
UMTS,250,2,3600,23669549,55,39.204686,51.682219,529,2,1,1446641723,1458816900,-92
UMTS,250,2,3601,23670588,332,39.234868,51.693255,641,15,1,1446641722,1458816902,-92
UMTS,250,2,3601,23672204,172,39.139381,51.645695,228,37,1,1446641725,1466538220,-101
GSM,250,2,3601,47102,,39.166306,51.684331,324,4,1,1446641723,1472518431,-65
UMTS,250,2,3601,23674158,,39.169361,51.681935,103,5,1,1446641723,1446641723,-92
GSM,250,2,3600,45283,,39.187508,51.633968,85,3,1,1446641726,1458863638,-79
UMTS,250,2,3601,23673589,,39.261982,51.623007,475,16,1,1446641727,1458816903,-107
GSM,250,2,3620,45722,,39.270777,51.664171,401,3,1,1446641721,1458863642,-65
GSM,250,2,3601,45391,,39.266894,51.621331,1115,12,1,1446641727,1470608650,-79
UMTS,250,2,3601,23671458,,39.254458,51.619916,3519,15,1,1446641727,1458816903,-99
UMTS,250,1,13600,38696193,,39.276984,51.685391,10134,274,1,1447165683,1450173015,-107
UMTS,250,1,27400,38685955,,39.164263,51.721879,20,2,1,1447165680,1447165680,
UMTS,250,1,13600,38696705,,39.184579,51.681758,72,5,1,1447165685,1447165685,
GSM,250,2,3620,46162,,39.252739,51.669791,756,40,1,1447172138,1468455307,-74
UMTS,250,2,3620,23672024,398,39.259001,51.682038,642,86,1,1447172138,1468607799,-101
GSM,250,2,3620,40271,,39.265409,51.677917,1545,54,1,1447183164,1472591171,-74
UMTS,250,2,3620,23670987,,39.274066,51.738755,2577,60,1,1447183164,1458816905,-101
UMTS,250,2,3620,23672947,,39.266244,51.694404,468,2,1,1447183164,1458816906,-101
UMTS,250,2,3620,23670607,,39.310437,51.732346,191,5,1,1447183165,1447183165,-101
UMTS,250,2,3620,23672627,,39.27202,51.667643,1124,29,1,1447183166,1447183166,-101
GSM,250,2,3620,40593,,39.275692,51.680655,531,25,1,1447183166,1458863642,-93
UMTS,250,2,3601,23669577,,39.295985,51.631863,6889,41,1,1448996862,1458816901,-107
UMTS,250,2,3620,23670043,0,39.274641,51.657543,516,9,1,1448996862,1476562116,-96
UMTS,250,2,3620,23670609,,39.273978,51.738644,879,53,1,1448996865,1458816905,-102
UMTS,250,2,3620,23673538,,39.253896,51.676205,1284,51,1,1448996862,1458816906,-102
GSM,250,2,3620,45341,,39.291899,51.739619,879,3,1,1448996865,1458863642,-85
UMTS,250,2,3620,23670040,,39.275822,51.658852,502,42,1,1448996862,1448996862,-97
UMTS,250,2,3601,23669583,,39.265111,51.639144,2713,8,1,1448996862,1458816901,-110
UMTS,250,2,3620,23673748,,39.271681,51.706994,2580,109,1,1448996863,1449256082,-108
GSM,250,2,3620,45723,,39.256638,51.668615,715,6,1,1448996862,1468428457,-87
GSM,250,2,3620,40532,,39.253379,51.7078,1595,2,1,1448996864,1458863642,-85
UMTS,250,2,3620,23672399,,39.281063,51.739665,1257,61,1,1449256082,1458816906,-111
UMTS,250,2,3600,23673533,358,39.245179,51.666052,682,7,1,1449428237,1476838276,-93
UMTS,250,2,3620,23673544,329,39.250924,51.665175,520,6,1,1449428238,1458816906,-93
UMTS,250,2,3620,23672758,494,39.236479,51.668566,611,7,1,1449428236,1460156977,-93
UMTS,250,1,2700,38689537,,39.24981,51.666745,37,2,1,1450173007,1450173007,-103
UMTS,250,1,13600,38686979,,39.236271,51.694558,2114,95,1,1450173008,1450173017,-94
UMTS,250,1,13600,38688514,,39.222742,51.694249,1286,12,1,1450173008,1450173008,
UMTS,250,1,2703,38688514,,39.240626,51.691778,8,2,1,1450173008,1450173008,
UMTS,250,1,13600,38689537,,39.248885,51.66501,104,5,1,1450173007,1450173007,
GSM,250,1,2703,9574,,39.240881,51.697663,1137,11,1,1450173008,1469682657,
UMTS,250,1,13600,38688513,,39.236956,51.692712,489,15,1,1450173008,1450173008,
UMTS,250,1,2703,23778351,190,39.214483,51.693186,618,9,1,1450173008,1476837470,
UMTS,250,1,13600,38887937,,39.201233,51.695202,939,45,1,1450173008,1450173008,
UMTS,250,1,2703,23778349,27,39.246993,51.692711,1806,17,1,1450173008,1476837470,
UMTS,250,1,2703,23787251,424,39.237826,51.688315,778,10,1,1450173008,1478640931,
UMTS,250,1,2703,38703874,,39.266006,51.698618,22,2,1,1450173017,1450173017,-94
UMTS,250,1,2700,38682114,,39.282158,51.703069,240,6,1,1450173016,1450173016,-94
UMTS,250,1,13600,38887939,,39.194536,51.708726,771,20,1,1450173008,1450173009,
UMTS,250,1,13600,38703106,,39.265608,51.69863,0,1,1,1450173017,1450173017,-94
UMTS,250,1,13600,38686978,,39.269385,51.691521,1666,111,1,1450173007,1450173008,-97
UMTS,250,1,27400,23738761,,39.266851,51.698288,0,1,1,1450173008,1450173008,
UMTS,250,1,2703,23741050,,39.265828,51.698695,0,1,1,1450173008,1450173008,
UMTS,250,1,2700,23743160,186,39.282182,51.700387,563,3,1,1450173016,1458583437,-94
UMTS,250,1,13600,38703105,,39.272468,51.700159,530,28,1,1450173017,1450173016,-94
UMTS,250,1,13600,38682114,,39.284599,51.708903,721,52,1,1450173016,1450173016,-94
UMTS,250,1,13600,38715395,,39.283738,51.686664,3861,108,1,1450173015,1450173016,-94
UMTS,250,1,13600,38702339,,39.254699,51.674177,272,13,1,1450173007,1450173007,-97
UMTS,250,1,2703,23733609,27,39.229591,51.694333,191,7,1,1450173008,1476241690,
UMTS,250,1,2703,23733799,103,39.205795,51.691224,311,3,1,1450173008,1475737645,
UMTS,250,1,13600,38702338,,39.257433,51.676451,34,2,1,1450173007,1450173007,-97
UMTS,250,1,13600,38694913,,39.249942,51.68951,147,5,1,1450173008,1450173008,
UMTS,250,1,13600,38688515,,39.207463,51.697325,0,1,1,1450173017,1450173017,
GSM,250,2,3601,40674,,39.300649,51.618986,4674,6,1,1450372433,1470608649,-90
GSM,250,2,3620,40641,,39.304536,51.632467,2247,2,1,1450372433,1458863642,-99
UMTS,250,2,3601,23670833,,39.31186,51.618747,4869,5,1,1450372433,1458816902,-106
GSM,250,2,3600,40321,,39.183852,51.662214,846,14,1,1450972947,1467137518,-89
GSM,250,2,3620,40616,,39.228424,51.663394,3245,19,1,1450972946,1468455307,-86
UMTS,250,2,3601,23673963,453,39.160696,51.687459,2121,5,1,1450972947,1464391262,-109
UMTS,250,2,3601,23673959,,39.142302,51.675865,262,11,1,1450972947,1450972947,-106
UMTS,250,2,3601,23673960,453,39.169134,51.671374,3427,9,1,1450972948,1464191750,-110
UMTS,250,2,3600,23673409,,39.194,51.650162,2172,69,1,1450972949,1450972949,-110
UMTS,250,2,3601,23673957,453,39.163692,51.680787,2270,12,1,1450972948,1473294789,-111
UMTS,250,2,3600,23671375,,39.177819,51.665073,540,57,1,1450972948,1458816901,-110
GSM,250,2,3600,40625,,39.218281,51.633392,1098,8,1,1450972949,1458863637,-101
GSM,250,1,3600,40288,,39.170021,51.665064,20,7,1,1452851943,1452853697,
GSM,250,1,3600,40284,,39.169952,51.665108,0,1,1,1452852559,1452852559,
UMTS,250,1,3600,23669985,,39.181082,51.647063,0,1,1,1452861955,1452861955,
UMTS,250,1,3600,23669982,,39.180973,51.646903,0,1,1,1452862021,1452862021,
UMTS,250,20,29754,1213820,108,39.238546,51.654163,1590,60,1,1453686594,1458834354,
UMTS,250,20,29754,1213823,,39.238984,51.654043,0,1,1,1453688680,1453688680,
UMTS,250,1,29750,1210880,,39.192117,51.704007,86,4,1,1456395167,1456399196,
UMTS,250,99,12288,15467563,197,39.228644,51.68428,0,1,1,1458633032,1458633032,
UMTS,250,99,12288,15467812,41,39.211121,51.645975,13,2,1,1458633032,1459333863,
UMTS,250,99,12288,15467811,33,39.249852,51.66472,0,1,1,1458633032,1458633032,
UMTS,250,99,12288,15468302,,39.17118,51.646977,0,1,1,1458633033,1458633033,
UMTS,250,99,12288,15468313,426,39.201607,51.72742,345,3,1,1458633033,1474437388,-116
UMTS,250,99,12288,15478677,,39.167803,51.700797,521,58,1,1458633034,1474259197,-87
UMTS,250,99,12288,15515083,,39.181071,51.695144,0,1,1,1458633035,1458633035,
UMTS,250,20,29757,41862,374,39.313615,51.644748,0,1,1,1458834355,1458834355,
UMTS,250,20,29756,1214139,360,39.284456,51.73386,0,1,1,1458834355,1458834355,
UMTS,250,20,29762,1210020,245,39.153127,51.655891,0,1,1,1458834359,1458834359,
UMTS,250,20,29752,1210943,104,39.215105,51.674384,0,1,1,1458834354,1458834354,
UMTS,250,1,2703,23963257,31,39.215081,51.69306,0,1,1,1478910061,1478910061,
GSM,250,2,15924,40555,,39.26153,51.690879,0,1,1,1458579577,1458579577,
GSM,250,2,15924,40085,,39.281788,51.683537,0,1,1,1458579577,1458579577,
GSM,250,2,15924,40522,,39.257736,51.697355,0,1,1,1458579577,1458579577,
GSM,250,2,15924,40696,,39.260856,51.69036,0,1,1,1458579577,1458579577,
GSM,250,2,15924,40694,,39.278374,51.68251,0,1,1,1458579577,1458579577,
GSM,250,2,15924,40552,,39.261393,51.690986,0,1,1,1458579577,1458579577,
UMTS,250,1,2700,23725550,,39.20577,51.639679,0,1,1,1458583434,1458583434,
UMTS,250,1,2700,23725410,,39.179707,51.716834,0,1,1,1458583434,1458583434,
UMTS,250,1,2700,23725329,,39.202724,51.726098,0,1,1,1458583434,1458583434,
UMTS,250,1,2700,23725510,401,39.264948,51.663277,0,1,1,1458583434,1458583434,
UMTS,250,1,2700,23725200,,39.231649,51.626407,0,1,1,1458583433,1458583433,
UMTS,250,1,2700,23725560,106,39.258183,51.687243,224,3,1,1458583434,1476864943,
UMTS,250,1,2700,23725141,9,39.155954,51.674412,0,1,1,1458583433,1458583433,
UMTS,250,1,2700,23725189,,39.226645,51.633747,0,1,1,1458583433,1458583433,
UMTS,250,1,2700,23725409,,39.179377,51.719394,0,1,1,1458583434,1458583434,
UMTS,250,1,2700,23733420,,39.274695,51.729862,0,1,1,1458583435,1458583435,
UMTS,250,1,2700,23736649,204,39.234514,51.626089,0,1,1,1458583436,1458583436,
UMTS,250,1,2700,23725921,,39.164842,51.691742,0,1,1,1458583435,1458583435,
UMTS,250,1,2700,23733241,,39.142182,51.693332,0,1,1,1458583435,1458583435,
UMTS,250,1,2700,23725620,,39.199802,51.72599,0,1,1,1458583434,1458583434,
UMTS,250,1,2700,23730371,,39.316053,51.656015,144,2,1,1458583435,1470363699,
UMTS,250,1,2700,23733331,,39.172921,51.667154,0,1,1,1458583435,1458583435,
UMTS,250,1,2700,23738460,,39.235837,51.621317,0,1,1,1458583436,1458583436,
UMTS,250,1,2700,23740459,180,39.299414,51.646608,527,2,1,1458583437,1468311006,
UMTS,250,1,2700,23743100,,39.190929,51.652726,0,1,1,1458583437,1458583437,
UMTS,250,1,2700,23741950,,39.291411,51.701645,0,1,1,1458583437,1458583437,
UMTS,250,1,2700,23741651,,39.193839,51.726639,0,1,1,1458583437,1458583437,
UMTS,250,1,2700,23740460,,39.260772,51.628801,0,1,1,1458583437,1458583437,
UMTS,250,1,2700,23741261,142,39.212808,51.650441,0,1,1,1458583437,1458583437,
UMTS,250,1,2700,23739159,,39.211398,51.647775,0,1,1,1458583436,1458583436,
UMTS,250,1,2700,23743081,278,39.215318,51.6296,129,2,1,1458583437,1464598163,
UMTS,250,1,2700,23743080,,39.235665,51.623067,10,2,1,1458583437,1464424749,
UMTS,250,1,2700,23736960,,39.288633,51.669477,40,3,1,1458583436,1478939212,
UMTS,250,1,2700,23738451,,39.236356,51.636393,0,1,1,1458583436,1458583436,
UMTS,250,1,2700,23789061,,39.256907,51.670805,52,2,1,1458583439,1479342111,
UMTS,250,1,2700,23752149,,39.164375,51.694306,0,1,1,1458583438,1458583438,
UMTS,250,1,2700,23759850,,39.173629,51.677501,0,1,1,1458583438,1458583438,
UMTS,250,1,2700,23778649,,39.208883,51.692633,0,1,1,1458583439,1458583439,
UMTS,250,1,2700,23789049,,39.28976,51.669025,42,7,1,1458583439,1461737215,
UMTS,250,1,2700,23744000,,39.201575,51.694015,0,1,1,1458583438,1458583438,
UMTS,250,1,2700,23748849,210,39.252315,51.678263,24,5,1,1458583438,1479342109,
UMTS,250,1,2700,23748951,,39.165331,51.688646,0,1,1,1458583438,1458583438,
UMTS,250,1,2700,23753550,,39.173204,51.712778,0,1,1,1458583438,1458583438,
UMTS,250,1,2701,23733570,346,39.158818,51.663331,0,1,1,1458583440,1458583440,
UMTS,250,1,2701,23725481,112,39.163296,51.65023,41,3,1,1458583439,1470707523,
UMTS,250,1,2701,23733301,509,39.191361,51.664028,0,1,1,1458583440,1458583440,
UMTS,250,1,2701,23725240,,39.228305,51.682998,0,1,1,1458583439,1458583439,
UMTS,250,1,2701,23733329,,39.179955,51.679288,0,1,1,1458583440,1458583440,
UMTS,250,1,2700,38685697,143,39.253882,51.667142,0,1,1,1458583439,1458583439,
UMTS,250,1,2701,23737861,,39.180774,51.67928,0,1,1,1458583441,1458583441,
UMTS,250,1,2701,23738461,,39.235613,51.633992,0,1,1,1458583441,1458583441,
UMTS,250,1,2701,23741950,,39.22935,51.694728,0,1,1,1458583442,1458583442,
UMTS,250,1,2701,23742150,,39.264265,51.678573,0,1,1,1458583442,1458583442,
UMTS,250,1,2701,23737359,48,39.190245,51.653368,0,1,1,1458583441,1458583441,
UMTS,250,1,2701,23737951,350,39.152049,51.668758,0,1,1,1458583441,1458583441,
UMTS,250,1,2701,23735061,165,39.187,51.65697,0,1,1,1458583440,1458583440,
UMTS,250,1,2701,23737450,452,39.14631,51.658473,0,1,1,1458583441,1458583441,
UMTS,250,1,2700,23725429,,39.238472,51.616426,0,1,1,1458583434,1458583434,
UMTS,250,1,2700,23725380,,39.142794,51.693406,0,1,1,1458583434,1458583434,
UMTS,250,1,2700,23725349,141,39.244366,51.666102,952,10,1,1404483915,1476484421,-105
UMTS,250,1,2700,23725910,,39.254264,51.69319,0,1,1,1458583435,1458583435,
UMTS,250,1,2700,23733550,,39.255457,51.622302,0,1,1,1458583435,1458583435,
UMTS,250,1,2700,23725961,338,39.254312,51.668864,36,5,1,1458583435,1479342109,
UMTS,250,1,2700,23734650,,39.174251,51.70664,0,1,1,1458583435,1458583435,
UMTS,250,1,2700,23736550,,39.287685,51.669995,0,1,1,1458583436,1458583436,
UMTS,250,1,2700,23733190,,39.182605,51.740268,0,1,1,1458583435,1458583435,
UMTS,250,1,2700,23740451,,39.267055,51.637381,0,1,1,1458583437,1458583437,
UMTS,250,1,2700,23742161,,39.25673,51.673316,0,1,1,1458583437,1458583437,
UMTS,250,1,2700,23739260,,39.219387,51.694131,0,1,1,1458583436,1458583436,
UMTS,250,1,2700,23743230,459,39.276164,51.659951,906,6,1,1383664873,1458583437,-105
UMTS,250,1,2700,23741251,142,39.219331,51.658086,0,1,1,1458583437,1458583437,
UMTS,250,1,2700,23743159,188,39.306655,51.70881,150,3,1,1458583437,1464666312,
UMTS,250,1,2700,23776959,141,39.16215,51.682189,0,1,1,1458583439,1458583439,
UMTS,250,1,2700,23765351,,39.18241,51.700483,0,1,1,1458583438,1458583438,
UMTS,250,1,2700,23743979,,39.170054,51.667957,0,1,1,1458583438,1458583438,
UMTS,250,1,2700,23774561,421,39.313312,51.644484,225,4,1,1458583439,1478679699,
UMTS,250,1,2701,23733209,313,39.146331,51.645393,272,2,1,1400310020,1458583440,
UMTS,250,1,2701,23725579,,39.243297,51.646796,0,1,1,1458583439,1458583439,
UMTS,250,1,2701,23725350,,39.242001,51.665771,0,1,1,1458583439,1458583439,
UMTS,250,1,2701,23725180,,39.197978,51.6633,0,1,1,1458583439,1458583439,
UMTS,250,1,2701,23725639,,39.210389,51.672798,0,1,1,1458583440,1458583440,
UMTS,250,1,2701,23734010,267,39.18716,51.661734,0,1,1,1458583440,1458583440,
UMTS,250,1,2701,23739650,,39.245654,51.665343,0,1,1,1458583441,1458583441,
UMTS,250,1,2701,23735551,454,39.18511,51.677339,0,1,1,1458583440,1458583440,
UMTS,250,1,2701,23740660,,39.184203,51.637332,0,1,1,1458583441,1458583441,
UMTS,250,1,2701,23734450,56,39.21016,51.636201,12,2,1,1458583440,1474398559,
UMTS,250,1,2701,23736751,,39.139242,51.650203,0,1,1,1458583441,1458583441,
UMTS,250,1,2701,23739051,,39.203297,51.662438,0,1,1,1458583441,1458583441,
UMTS,250,1,2701,23739349,28,39.160569,51.645369,1765,10,1,1399470911,1458583441,
UMTS,250,1,2701,23737950,350,39.152772,51.669888,0,1,1,1458583441,1458583441,
