radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,250,1,2703,23738759,,39.271158,51.696254,49,3,1,1425487336,1425487336,-91
UMTS,250,1,2700,23738749,,39.277439,51.69939,2329,14,1,1425487336,1458583436,-98
UMTS,250,1,2703,23725249,,39.270168,51.694983,511,25,1,1425487336,1425487422,-96
UMTS,250,1,2703,23736150,,39.265017,51.686079,163,7,1,1425487336,1425487336,-91
UMTS,250,1,2703,23725251,,39.262871,51.692996,2243,6,1,1425487336,1458583444,-91
UMTS,250,1,2703,23738749,,39.273199,51.698886,189,9,1,1425487336,1425487336,-91
UMTS,250,1,2700,23725559,98,39.255249,51.68788,144,8,1,1425487335,1476864943,-92
UMTS,250,1,2703,23738751,,39.227375,51.673786,3980,14,1,1425487336,1436032094,-97
UMTS,250,1,2700,23738751,128,39.252543,51.691353,1796,33,1,1425487336,1476837470,-95
UMTS,250,1,2700,23725251,,39.232709,51.730809,4918,4,1,1425487336,1458583434,-91
UMTS,250,1,2700,23738761,452,39.253164,51.708684,6654,30,1,1425487336,1478910061,-97
UMTS,250,1,2700,23752549,,39.274378,51.699405,79,16,1,1425487336,1458583438,-98
UMTS,250,1,2700,23741149,,39.256045,51.687675,63,4,1,1425487335,1464661054,-93
UMTS,250,1,2703,23743390,190,39.269481,51.685423,386,3,1,1425487336,1458583447,-94
UMTS,250,1,2700,23738750,,39.268437,51.691385,126,2,1,1425487336,1458583436,-91
UMTS,250,1,2700,23752559,,39.273974,51.699408,243,37,1,1425487336,1458583438,-99
UMTS,250,1,2703,23752559,,39.273255,51.699329,166,16,1,1425487422,1425487422,-97
UMTS,250,1,2703,23725250,,39.265732,51.686764,571,29,1,1425487422,1425487423,-97
UMTS,250,1,2703,23736149,,39.276605,51.681577,29,2,1,1425487423,1425487423,-97
UMTS,250,1,2703,23725610,,39.272639,51.673835,903,20,1,1425487423,1425487423,-97
UMTS,250,1,2700,23758150,,39.271258,51.664353,1017,42,1,1425487423,1458583438,-100
UMTS,250,1,2703,23758150,,39.272762,51.663092,432,23,1,1425487423,1427301661,-98
UMTS,250,1,2700,23736149,,39.276875,51.682334,327,8,1,1425487423,1464698376,-97
UMTS,250,1,2700,23725879,,39.275523,51.700486,279,3,1,1425487422,1458583435,-103
UMTS,250,1,2703,23725880,,39.272117,51.697933,0,1,1,1425487422,1425487422,-97
UMTS,250,1,2703,23725141,9,39.15077,51.673095,564,19,1,1425487445,1476484422,-102
UMTS,250,1,2703,23743369,,39.143948,51.673187,1527,5,1,1425487445,1458583447,-104
UMTS,250,1,2703,23766151,57,39.16725,51.674269,314,12,1,1425487445,1474068581,-99
UMTS,250,1,2703,23735551,84,39.184986,51.678834,757,20,1,1425487459,1476484423,-99
UMTS,250,1,2703,23735751,,39.270123,51.663857,0,1,1,1425487487,1425487487,-100
UMTS,250,1,2700,23735751,,39.257608,51.657516,1094,2,1,1425487487,1458583436,-104
UMTS,250,1,2703,23735761,,39.250247,51.658248,1496,18,1,1425487487,1427743143,-101
UMTS,250,1,2703,23743890,,39.279539,51.661398,0,1,1,1425487488,1425487488,-112
GSM,250,1,2703,9206,,39.149307,51.6764,477,8,1,1425563551,1467925676,-71
UMTS,250,1,2703,23725221,,39.146937,51.717531,245,6,1,1425563560,1425563560,-90
UMTS,250,1,2703,23733321,419,39.165464,51.72451,546,7,1,1425563560,1462793293,-91
UMTS,250,1,2703,23743219,,39.18045,51.733549,1031,27,1,1425563560,1458583447,-98
UMTS,250,99,12288,15514537,,39.208616,51.679025,2425,70,1,1425659402,1458633035,-85
GSM,250,99,30094,30073,,39.208353,51.635056,1299,51,1,1425659405,1458632298,-76
GSM,250,99,12288,40852,,39.189851,51.671884,6075,14,1,1425659405,1478356111,-106
GSM,250,1,2700,1926,,39.252214,51.670935,556,34,1,1425899316,1470280606,-87
UMTS,250,99,30094,15513857,,39.259439,51.618467,983,27,1,1425909993,1477422521,-100
GSM,250,99,12288,40941,,39.190534,51.656368,677,33,1,1425909987,1478356111,-73
GSM,250,99,12288,39632,,39.215371,51.635515,474,4,1,1425909987,1458866768,-91
UMTS,250,99,30094,15467928,114,39.262861,51.679937,911,85,1,1425909994,1473218062,-99
UMTS,250,99,30094,15467569,73,39.223473,51.632933,306,11,1,1425909987,1477422520,-105
UMTS,250,99,12288,15515402,273,39.225578,51.714041,414,18,1,1425909984,1474297214,-105
GSM,250,99,12288,43745,,39.224047,51.716757,6706,57,1,1425909984,1474607206,-88
UMTS,250,1,2703,23733801,,39.203622,51.683965,95,6,1,1426000394,1426000394,-97
GSM,250,1,2703,1104,,39.164763,51.674326,542,5,1,1426000393,1467925672,-91
UMTS,250,1,2701,23766049,,39.229719,51.661196,1203,2,1,1426000395,1458583443,-97
UMTS,250,1,2703,23725260,,39.245995,51.665214,163,5,1,1426000395,1458583444,-97
UMTS,250,1,2700,23758159,,39.282473,51.664586,991,72,1,1426000395,1461651672,-106
UMTS,250,1,2701,23743939,159,39.14787,51.669564,538,2,1,1426085003,1458583442,-104
UMTS,250,1,2701,23737459,,39.147347,51.674515,0,1,1,1426085003,1426085003,-104
GSM,250,1,2703,1106,,39.141689,51.671933,1422,16,1,1426085003,1467925672,-78
UMTS,250,1,2703,23737459,,39.175485,51.665891,305,11,1,1426085003,1426085003,-109
GSM,250,1,2703,9296,,39.178468,51.665171,222,8,1,1426085003,1458905662,-80
UMTS,250,1,2701,23743410,227,39.183892,51.664806,404,18,1,1426085003,1469300862,-96
UMTS,250,1,2701,23743409,,39.187365,51.667659,268,5,1,1426085003,1458583442,-101
UMTS,250,1,2703,23738261,,39.19025,51.669023,463,8,1,1426085004,1458583446,-102
UMTS,250,1,2701,23738259,,39.192334,51.667813,10,3,1,1426085004,1426085004,-99
UMTS,250,1,2701,23738050,,39.205703,51.67059,312,12,1,1426085004,1426085004,-96
UMTS,250,1,2701,23738049,,39.212096,51.674088,2707,15,1,1426085004,1458583441,-95
UMTS,250,1,2701,23735450,,39.224943,51.670944,1657,27,1,1426085004,1458583440,-97
UMTS,250,1,2701,23735759,,39.260155,51.662659,1072,14,1,1426085004,1458583440,-98
UMTS,250,1,2701,23758150,,39.274823,51.662418,61,5,1,1426085004,1426085004,-105
UMTS,250,1,2701,23758159,,39.28249,51.663499,323,10,1,1426085005,1426085005,-111
UMTS,250,1,2701,23725769,,39.280221,51.663741,276,10,1,1426085005,1426085005,-110
UMTS,250,1,2701,23725649,,39.281121,51.664913,24,4,1,1426085005,1426085005,-111
UMTS,250,1,2701,23758149,,39.283738,51.664403,62,33,1,1426085005,1426085005,-114
UMTS,250,1,2703,23738259,,39.192613,51.667675,329,4,1,1426085004,1458583446,-103
UMTS,250,1,2701,23738261,,39.192166,51.667815,0,1,1,1426085004,1426085004,-97
UMTS,250,1,2701,23738851,,39.203953,51.6669,365,4,1,1426085004,1458583441,-100
UMTS,250,1,2701,23735749,,39.266092,51.665852,1491,4,1,1426085004,1436016921,-104
UMTS,250,1,2701,23743230,,39.278796,51.660933,103,10,1,1426085004,1426085005,-106
UMTS,250,1,2703,23738250,,39.196544,51.664621,6,2,1,1426085004,1426085004,-95
UMTS,250,1,2701,23735449,,39.211917,51.674418,0,1,1,1426085004,1426085004,-89
UMTS,250,1,2703,23725979,,39.142175,51.673963,1650,5,1,1426179716,1458583445,-100
GSM,250,1,2703,19144,,39.165251,51.68992,473,24,1,1426179716,1478910111,-81
UMTS,250,1,2703,23725690,,39.179726,51.692123,179,8,1,1426179717,1426179717,-94
UMTS,250,1,2703,23740860,8,39.198068,51.694677,816,33,1,1426179717,1475651242,-97
UMTS,250,1,2703,23737760,442,39.20345,51.693183,254,24,1,1426179717,1476241690,-94
UMTS,250,1,2703,23737759,434,39.206971,51.692328,164,9,1,1426179717,1475737645,-99
UMTS,250,1,2703,23725849,,39.251945,51.67826,611,7,1,1426179718,1458583445,-92
UMTS,250,1,2703,23748859,,39.251082,51.677207,456,9,1,1426179718,1458583448,-95
UMTS,250,1,2703,23748861,,39.24991,51.674389,272,14,1,1426179718,1458583448,-94
UMTS,250,1,2703,23752160,74,39.161941,51.680813,204,5,1,1426179716,1458583448,-100
UMTS,250,1,2703,23752149,409,39.164986,51.689147,634,8,1,1426179716,1476484425,-100
UMTS,250,1,2703,23740851,,39.184694,51.694147,423,9,1,1426179717,1469300862,-91
UMTS,250,1,2703,23737750,442,39.200636,51.737826,5230,8,1,1426179717,1476837470,-97
UMTS,250,1,2703,23737259,433,39.245698,51.686894,1438,10,1,1426179718,1474398559,-97
UMTS,250,1,2703,23725561,,39.254792,51.68157,91,9,1,1426179718,1426179718,-101
UMTS,250,1,2703,23737261,449,39.214057,51.690594,340,6,1,1426179717,1475737645,-105
UMTS,250,1,2703,23741150,,39.257347,51.685396,58,3,1,1426179718,1426179718,-92
UMTS,250,1,2703,23725560,,39.256513,51.684147,58,3,1,1426179718,1426179718,-96
UMTS,250,1,2700,23725849,194,39.247819,51.681771,620,6,1,1426179718,1479342108,-97
UMTS,250,1,2703,23743921,449,39.211198,51.689308,441,5,1,1426179717,1475737645,-105
UMTS,250,1,2703,23752159,409,39.1628,51.692204,599,6,1,1426179716,1476484425,-100
UMTS,250,1,2703,23748851,,39.250903,51.672449,1823,11,1,1426179718,1458583448,-97
UMTS,250,1,2700,23741150,,39.257966,51.686364,0,1,1,1426179718,1426179718,-89
UMTS,250,1,2700,23735750,,39.271113,51.651252,3565,4,1,1426179719,1458583436,-106
UMTS,250,1,2700,23739659,172,39.24228,51.665815,926,36,1,1426426482,1476241689,-101
UMTS,250,1,2700,23750251,,39.215394,51.681928,422,12,1,1426426512,1458583438,-89
UMTS,250,1,2700,23725239,,39.220899,51.68909,1234,4,1,1426426512,1458583433,-92
UMTS,250,1,2700,23750249,,39.219171,51.687473,1080,14,1,1426426512,1426426512,-90
UMTS,250,1,2700,23750259,,39.217445,51.685695,431,18,1,1426426512,1426426512,-95
UMTS,250,1,2700,23733610,,39.226435,51.691373,1178,9,1,1426426512,1463167311,-95
UMTS,250,1,2700,23743391,,39.267191,51.690442,169,2,1,1426426513,1458583437,-95
UMTS,250,1,2700,23725250,,39.265185,51.687544,805,22,1,1426426513,1458583434,-98
UMTS,250,1,2700,23738759,,39.270929,51.695854,282,13,1,1426426513,1458583436,-97
UMTS,250,1,2700,23742160,,39.258732,51.675636,668,6,1,1426426514,1458583437,-99
UMTS,250,1,2703,23750259,485,39.217599,51.686346,181,7,1,1426426512,1475737645,-93
UMTS,250,1,2700,23743919,,39.225959,51.68689,1352,3,1,1426426512,1458583438,-91
UMTS,250,1,2703,23750249,485,39.223624,51.691151,694,5,1,1426426512,1475362090,-95
UMTS,250,1,2703,23733610,35,39.227221,51.691505,371,4,1,1426426512,1475362090,-95
UMTS,250,1,2700,23736160,278,39.260553,51.686013,186,6,1,1426426513,1476864943,-95
UMTS,250,1,2700,23725761,,39.249885,51.673893,545,8,1,1426426514,1458583435,-99
UMTS,250,1,2700,23766151,,39.164596,51.6728,211,3,1,1426739999,1458583438,-93
UMTS,250,1,2700,23766150,,39.158188,51.671682,395,14,1,1426739999,1458583438,-93
UMTS,250,1,2700,23737259,,39.239398,51.674509,1834,3,1,1426739998,1458583436,-101
UMTS,250,1,2703,23765949,,39.175482,51.685362,2429,26,1,1427301658,1469300862,-99
UMTS,250,1,2703,23739550,320,39.171154,51.688095,2210,19,1,1427301658,1475195279,-102
GSM,250,1,2703,1596,,39.174469,51.68455,573,15,1,1427301659,1469682657,-75
UMTS,250,1,2703,23753459,173,39.183103,51.693678,231,5,1,1427301659,1475651242,-94
UMTS,250,1,2703,23737251,,39.21098,51.686865,254,11,1,1427301660,1427301660,-100
UMTS,250,1,2703,23739659,,39.244774,51.665677,347,11,1,1427301660,1476484424,-97
UMTS,250,1,2703,23739649,413,39.24616,51.665206,305,6,1,1427301661,1476837470,-103
UMTS,250,1,2703,23739950,3,39.162247,51.692088,578,6,1,1427301659,1476484424,-103
UMTS,250,1,2703,23725379,4,39.160932,51.694342,1111,9,1,1427301659,1476484423,-105
UMTS,250,1,2703,23725340,320,39.17071,51.702092,2014,3,1,1427301659,1475195279,-102
GSM,250,1,2703,19983,,39.162726,51.690594,1638,10,1,1427301659,1465065926,-81
UMTS,250,1,2703,23758159,,39.27836,51.66128,514,13,1,1427301661,1427743143,-107
UMTS,250,1,2700,23739660,171,39.233014,51.653151,1550,2,1,1427301660,1458583436,-99
GSM,250,99,30094,43853,,39.271814,51.663642,111,4,1,1427478653,1458632299,-101
GSM,250,99,30094,30117,,39.28035,51.735789,1139,6,1,1427478655,1471161947,-77
UMTS,250,99,30094,15467609,238,39.299814,51.736394,769,12,1,1427478655,1472843480,-102
UMTS,250,99,30094,15467608,230,39.307695,51.740286,1316,20,1,1427478655,1472843480,-96
GSM,250,99,30094,30702,,39.236552,51.635755,1019,14,1,1427478648,1458632298,-75
UMTS,250,99,30094,15467877,,39.237172,51.639629,522,4,1,1427478648,1458906863,-97
UMTS,250,99,12288,15513788,171,39.236653,51.684556,2369,188,1,1427478674,1474736914,-106
GSM,250,99,12288,39396,,39.191977,51.66478,6862,28,1,1427478677,1478356111,-85
GSM,250,99,12288,39635,,39.205014,51.646165,3923,231,1,1427478677,1470280607,-83
UMTS,250,99,30094,15467899,,39.278121,51.70571,1802,11,1,1427478674,1458906863,-104
GSM,250,99,12288,30585,,39.209435,51.679007,369,13,1,1427478675,1478356111,-105
GSM,250,99,30094,39402,,39.278302,51.702582,479,4,1,1427478674,1471161947,-82
GSM,250,99,30094,30275,,39.268801,51.726128,2827,6,1,1427478674,1471161947,-79
UMTS,250,1,2703,23743109,,39.15421,51.641687,1576,38,1,1427743141,1458583447,-93
UMTS,250,1,2703,23725201,,39.237401,51.638257,1007,7,1,1427743141,1458583444,-103
UMTS,250,1,2703,23725580,,39.241197,51.642567,182,7,1,1427743141,1427743141,-99
UMTS,250,1,2703,23741260,,39.243825,51.6477,407,8,1,1427743143,1427743143,-102
UMTS,250,1,2703,23725359,,39.186611,51.633592,61,2,1,1427743141,1427743141,-90
UMTS,250,99,30094,15514027,,39.235819,51.621187,2329,3,1,1427769406,1458906865,-97
UMTS,250,2,3601,23669987,,39.181802,51.693503,0,1,1,1427780637,1427780637,
UMTS,250,1,13600,38689281,,39.148813,51.706599,0,1,1,1428414718,1428414718,
UMTS,250,1,2701,23735050,,39.142813,51.646868,307,6,1,1428495287,1458583440,
GSM,250,20,29820,5622,,39.156716,51.674595,236,6,1,1428637773,1458888236,
UMTS,250,2,3601,23672230,,39.190146,51.690074,382,15,1,1429289264,1458816903,-102
UMTS,250,2,3601,23672227,,39.191274,51.688577,509,24,1,1429289264,1458816903,-102
UMTS,250,2,3601,23670791,233,39.146639,51.699523,721,56,1,1429898018,1475877042,-108
GSM,250,20,29300,5642,,39.15893,51.705863,1070,266,1,1430178982,1478641416,-62
UMTS,250,2,3601,23670685,,39.152819,51.721389,490,10,1,1430666188,1430666188,
UMTS,250,99,30094,15467577,,39.283035,51.685834,713,26,1,1430684827,1430684827,
GSM,250,99,30094,39405,,39.29607,51.712078,1276,4,1,1430684826,1471161947,
UMTS,250,99,30094,15467758,45,39.281906,51.716086,1813,6,1,1430684824,1467731847,-103
UMTS,250,99,30094,15467578,,39.284665,51.680971,4464,84,1,1431175548,1458906863,-100
GSM,250,99,12288,43901,,39.247678,51.736699,3497,20,1,1431252796,1473052204,-99
UMTS,250,20,29762,1214001,337,39.141357,51.644839,165,8,1,1431264467,1461315068,-59
UMTS,250,20,29762,1213999,336,39.148235,51.644637,341,13,1,1431264467,1461315068,-64
UMTS,250,20,29762,1211459,300,39.154081,51.644939,422,12,1,1431264467,1461315068,-56
UMTS,250,20,29762,1210240,,39.159267,51.648751,264,8,1,1431264467,1431264467,
UMTS,250,20,29763,1209811,,39.170056,51.65236,626,21,1,1431264467,1431264467,
UMTS,250,20,29753,1210861,,39.18539,51.658622,147,4,1,1431264467,1431264467,
UMTS,250,20,29753,1210862,,39.183763,51.660621,1067,6,1,1431264467,1458834354,
UMTS,250,20,29754,1212071,,39.186923,51.666655,1760,8,1,1431264467,1458834354,
UMTS,250,20,29754,1212072,,39.192577,51.666473,222,3,1,1431264467,1458834354,
UMTS,250,20,29763,1210040,,39.187035,51.662806,236,4,1,1431264467,1458834359,
UMTS,250,20,29752,1210480,,39.201654,51.675107,207,7,1,1431264467,1431264467,
UMTS,250,20,29752,1214051,,39.203801,51.677638,118,5,1,1431264467,1431264467,
UMTS,250,20,29750,1211594,,39.141442,51.708078,1442,48,1,1431279134,1431279134,
UMTS,250,99,12288,15514509,,39.205096,51.689786,1650,30,1,1433920457,1474736914,-109
UMTS,250,99,12288,15468427,,39.220932,51.675452,1132,11,1,1433921917,1476392998,
UMTS,250,99,12288,15514554,295,39.199607,51.662109,427,22,1,1433940420,1477213688,-102
UMTS,250,99,12288,15514549,311,39.19763,51.660011,409,18,1,1433940420,1476818346,-115
GSM,250,1,2700,9115,,39.247572,51.672558,0,2,1,1434914075,1434914075,
UMTS,250,99,12288,15467817,,39.138851,51.692103,1690,12,1,1434994617,1458633032,
UMTS,250,99,12288,15467818,,39.140082,51.689804,1123,14,1,1434994617,1458633032,
UMTS,250,99,12288,15468065,,39.156609,51.714935,799,21,1,1434994617,1479503842,
UMTS,250,99,12288,15468482,,39.165914,51.716174,295,14,1,1434994618,1471195655,
UMTS,250,99,12288,15514657,,39.144164,51.688257,1157,12,1,1434994617,1468873029,
UMTS,250,99,12288,15478828,,39.141751,51.693303,406,10,1,1434994617,1458633034,
UMTS,250,99,12288,15478627,,39.148283,51.711834,178,3,1,1434994617,1458633034,
UMTS,250,99,12288,15467497,,39.16522,51.71559,389,7,1,1434994618,1459451695,
UMTS,250,99,12288,15468478,,39.165933,51.715429,325,5,1,1434994618,1472911731,
UMTS,250,99,12288,15515473,,39.167365,51.708405,1469,7,1,1434994618,1472840042,
UMTS,250,99,12288,15514569,,39.168666,51.714438,1,2,1,1434994618,1434994618,
UMTS,250,2,3600,23671095,215,39.196981,51.645292,251,12,1,1435068028,1458816901,
UMTS,250,1,2703,23735660,,39.182089,51.724468,1095,88,1,1435946418,1463702863,
UMTS,250,1,2703,23748950,306,39.170093,51.700495,1106,15,1,1435946419,1475824068,
UMTS,250,1,2703,23725920,306,39.168095,51.700372,277,6,1,1435946419,1475824068,
GSM,250,1,2703,1882,,39.183196,51.696052,1048,17,1,1435946419,1478910111,
UMTS,250,1,2703,23733311,136,39.184263,51.694777,2722,28,1,1435946419,1476241690,
GSM,250,1,2703,1786,,39.183786,51.686954,306,11,1,1435946420,1474068664,
UMTS,250,1,2703,23735550,,39.184894,51.673879,100,4,1,1435946420,1469300862,
UMTS,250,1,2701,23739161,,39.203325,51.659811,282,4,1,1435946421,1458583441,
UMTS,250,1,2701,23743089,,39.21211,51.661182,340,13,1,1435946421,1463568837,
UMTS,250,1,2703,23734659,314,39.181425,51.704212,213,18,1,1435946419,1476241690,
UMTS,250,1,2703,23725919,308,39.16774,51.702019,206,7,1,1435946419,1475824068,
UMTS,250,1,2703,23733150,,39.217429,51.661314,42,4,1,1435946421,1458583445,
UMTS,250,1,2701,23733150,,39.217615,51.661535,61,2,1,1435946421,1458583440,
UMTS,250,1,2703,23763250,83,39.235089,51.673914,1237,6,1,1435946421,1475193564,
UMTS,250,1,2701,23743200,,39.22713,51.668633,1516,10,1,1435946422,1458583442,
UMTS,250,1,2703,23725270,,39.197372,51.663832,198,7,1,1435946420,1458583444,
UMTS,250,1,2703,23725351,429,39.224844,51.667699,846,13,1,1435946421,1478582205,
UMTS,250,1,2703,23725740,292,39.232797,51.671516,1163,37,1,1435946421,1474398559,
UMTS,250,1,2700,23725240,,39.242261,51.674132,0,1,1,1435946421,1435946421,
UMTS,250,1,2703,23725821,,39.183488,51.688536,56,2,1,1435946420,1458583445,
UMTS,250,1,2703,23748949,411,39.167172,51.701824,242,2,1,1435946419,1475824068,
UMTS,250,1,2703,23725761,,39.250079,51.672641,223,2,1,1435946422,1458583445,
UMTS,250,1,2703,23735461,,39.205891,51.676144,285,12,1,1436007504,1476484423,
UMTS,250,1,2703,23766051,,39.189047,51.670673,0,1,1,1436007504,1436007504,
UMTS,250,1,2703,23725639,,39.213514,51.671441,294,2,1,1436007504,1458583444,
UMTS,250,1,2703,23736051,,39.190493,51.669304,228,3,1,1436007504,1458583446,
UMTS,250,1,2701,23766051,,39.186957,51.672454,148,5,1,1436007504,1436007504,
UMTS,250,1,2701,23735549,,39.185853,51.673355,0,1,1,1436007504,1436007504,
GSM,250,1,2701,9115,,39.226824,51.667563,0,1,1,1436007504,1436007504,
UMTS,250,1,2703,23735549,85,39.186191,51.673149,82,4,1,1436007504,1476484423,
UMTS,250,1,2703,23725301,,39.200563,51.661275,30,2,1,1436010741,1436010741,
UMTS,250,1,2703,23725291,,39.203395,51.661827,235,13,1,1436010741,1458583444,
UMTS,250,1,2703,23725569,,39.201606,51.660897,229,21,1,1436010741,1458583444,
UMTS,250,1,2703,23725290,,39.202291,51.661064,8,2,1,1436010742,1436010742,
UMTS,250,1,2701,23733149,,39.21572,51.667755,316,13,1,1436010742,1436010742,
UMTS,250,1,2701,23735460,,39.24259,51.671983,975,3,1,1436010742,1436032095,
UMTS,250,1,2701,23739659,,39.244565,51.665869,203,3,1,1436010742,1458583441,
UMTS,250,1,2701,23725349,,39.248009,51.665596,231,6,1,1436010742,1436010742,
UMTS,250,1,2701,23725149,,39.247867,51.66556,382,8,1,1436010742,1458583439,
GSM,250,1,2703,1255,,39.206094,51.663269,0,1,1,1436010742,1436010742,
UMTS,250,1,2701,23763260,,39.234336,51.666591,209,5,1,1436010742,1436010742,
UMTS,250,1,2701,23733151,,39.210699,51.666324,113,4,1,1436010742,1436010742,
UMTS,250,1,2701,23725351,,39.220776,51.668085,133,6,1,1436010742,1463491660,
UMTS,250,1,2701,23725960,,39.249772,51.667257,266,4,1,1436010742,1458583440,
UMTS,250,1,2700,23742151,,39.253916,51.673786,471,25,1,1436016921,1458583437,
GSM,250,1,2700,1205,,39.2476,51.672793,0,1,1,1436016921,1436016921,
GSM,250,1,2701,1531,,39.212291,51.664051,2622,4,1,1436016921,1468559262,
GSM,250,1,2701,1205,,39.247416,51.672654,0,1,1,1436016922,1436016922,
GSM,250,1,2700,19162,,39.247498,51.672633,0,1,1,1436016922,1436016922,
GSM,250,1,2701,1511,,39.240945,51.669744,2258,5,1,1436016921,1458905659,
UMTS,250,1,2700,23769760,339,39.250193,51.667424,197,3,1,1436016921,1458583439,
GSM,250,1,2701,19161,,39.247599,51.672793,0,1,1,1436016921,1436016921,
GSM,250,1,2703,19161,,39.22378,51.675144,1663,7,1,1436016922,1468559262,
GSM,250,1,2700,19161,,39.247599,51.672794,0,1,1,1436016921,1436016921,
GSM,250,1,2701,1163,,39.247599,51.672793,0,1,1,1436016922,1436016922,
GSM,250,1,2700,1163,,39.229859,51.65447,2503,4,1,1436016921,1464599160,
UMTS,250,1,2700,23734449,,39.247254,51.67309,325,6,1,1436016921,1436032095,
GSM,250,1,2700,19846,,39.216992,51.740746,2199,9,1,1436025993,1468847765,
GSM,250,1,2700,19123,,39.228991,51.741405,2919,7,1,1436025993,1472057407,
GSM,250,1,2700,1683,,39.257789,51.73336,3873,4,1,1436025993,1468847765,
UMTS,250,1,2703,23739459,105,39.201476,51.71711,1126,11,1,1436028280,1475737645,
UMTS,250,1,2703,23733179,500,39.205081,51.713227,1448,24,1,1436028280,1475737645,
UMTS,250,1,2703,23737151,,39.206908,51.714077,24,2,1,1436028280,1436028281,
UMTS,250,1,2703,23763259,75,39.228264,51.681213,3903,12,1,1436032094,1470280473,
UMTS,250,1,2703,23763260,83,39.225598,51.676782,501,8,1,1436032094,1475737645,
UMTS,250,1,2703,23735460,64,39.225309,51.670529,521,14,1,1436032094,1476837470,
UMTS,250,1,2703,23741151,,39.224095,51.67201,20,2,1,1436032094,1436032094,
UMTS,250,1,2703,23739651,429,39.223868,51.668086,768,11,1,1436032094,1476837470,
UMTS,250,1,2703,23742151,,39.232886,51.672088,1261,3,1,1436032094,1458583447,
GSM,250,1,2703,1314,,39.238799,51.672994,0,1,1,1436032094,1436032094,
UMTS,250,1,2701,23742151,,39.247735,51.672888,0,1,1,1436032095,1436032095,
UMTS,250,1,2701,23725199,,39.231074,51.66527,1465,2,1,1436032095,1458583439,
UMTS,250,1,2700,23725549,,39.227374,51.662851,1797,2,1,1436032095,1458583434,
UMTS,250,1,2700,23738449,,39.244058,51.65386,2129,2,1,1436032095,1458583436,
UMTS,250,99,30094,15467757,37,39.284417,51.725855,7336,44,1,1436871799,1471189462,-96
UMTS,250,99,12288,15468432,471,39.23677,51.663469,2406,6,1,1436871798,1460304580,-109
UMTS,250,99,30094,15467932,114,39.264437,51.673705,557,4,1,1436871798,1459333866,-105
UMTS,250,99,30094,15467898,,39.28089,51.712187,173,9,1,1436871799,1436871799,-95
UMTS,250,99,30094,15514498,,39.285356,51.730148,289,17,1,1436871799,1436871800,-93
UMTS,250,99,30094,15467564,128,39.27159,51.668697,1656,13,1,1436871798,1473218062,-102
UMTS,250,99,30094,15467935,114,39.268041,51.67405,1191,22,1,1436871798,1474553751,-101
UMTS,250,99,30094,15467903,0,39.27902,51.709178,369,8,1,1436871799,1458906863,-98
GSM,250,99,12288,30053,,39.169539,51.706235,802,69,1,1436992869,1478356110,-66
UMTS,250,99,12288,15514641,,39.181702,51.700331,845,37,1,1437137731,1477782533,-101
UMTS,250,99,12288,15515383,,39.183371,51.691352,441,27,1,1437138076,1458633035,-102
UMTS,250,99,12288,15467872,22,39.185519,51.677506,929,42,1,1437138294,1470913677,-101
UMTS,250,99,12288,15514327,439,39.185447,51.674181,68,3,1,1437138372,1469740897,-101
UMTS,250,99,12288,15514328,447,39.18925,51.670413,193,28,1,1437138425,1466182707,-102
UMTS,250,99,12288,15467673,263,39.19267,51.667435,339,31,1,1437138700,1466182707,-101
GSM,250,99,12288,1638,,39.189881,51.667163,1,2,1,1437144372,1437144379,-87
UMTS,250,99,12288,15514332,447,39.187467,51.672114,436,29,1,1437152082,1474469663,-101
UMTS,250,99,12288,15514637,415,39.180061,51.703577,1016,64,1,1437152836,1477782533,-101
UMTS,250,99,12288,15514643,431,39.179161,51.702762,314,16,1,1437748382,1473218061,-104
UMTS,250,99,12288,15514639,431,39.179819,51.70255,72,6,1,1437748578,1473218061,-101
UMTS,250,99,12288,15514551,295,39.197598,51.664169,160,7,1,1437749443,1466182707,-101
UMTS,250,99,12288,15468441,384,39.189268,51.656571,121,11,1,1437749794,1477405925,-101
UMTS,250,99,12288,15468445,392,39.193711,51.651833,998,21,1,1437750027,1474637378,-101
UMTS,250,99,12288,15468442,392,39.189935,51.653626,140,6,1,1437750116,1459458662,-101
UMTS,250,99,12288,15478643,174,39.165498,51.706409,129,11,1,1438529250,1466182707,-105
UMTS,250,99,12288,15478642,166,39.171669,51.706687,300,26,1,1438529287,1459801562,-101
UMTS,250,99,12288,15478638,166,39.169155,51.706584,388,30,1,1438529316,1466182707,-102
UMTS,250,99,12288,15478639,174,39.166144,51.706479,207,10,1,1438529523,1466182707,-102
UMTS,250,1,2700,23730299,420,39.305843,51.66419,283,4,1,1438543831,1473854731,-107
UMTS,250,1,2720,23774549,,39.30919,51.646768,423,2,1,1438543831,1438543831,-107
UMTS,250,1,2720,23774559,,39.302776,51.661334,0,1,1,1438543831,1438543831,-109
UMTS,250,1,2700,23774549,,39.307197,51.667705,1466,4,1,1438543831,1472548073,-107
UMTS,250,1,2700,23748161,,39.29928,51.666953,489,2,1,1438543831,1458583438,-107
UMTS,250,1,2700,6264,,39.302888,51.662066,0,1,1,1438543831,1438543831,-95
GSM,250,2,3601,40035,,39.143483,51.688114,1320,5,1,1439297669,1467137521,-84
